asn_organization,last_seen_date,latitude,longitude,validator_count
Charter Communications Inc,2024-06-07 09:34:00.000 UTC,34.1,-118.0,1
OVH SAS,2024-06-07 09:33:24.000 UTC,50.6,3.1,1
"Charter Communications, Inc",2024-06-07 09:23:23.000 UTC,35.3,-119.1,1
Verizon Business,2024-06-07 09:21:44.000 UTC,42.6,-73.8,1
Hetzner Online GmbH,2024-06-07 09:19:34.000 UTC,60.2,24.9,61
"Amazon.com, Inc.",2024-06-07 09:02:28.000 UTC,50.1,8.7,1
Data Communication Business Group,2024-06-07 08:47:00.000 UTC,25.0,121.5,1
"HIVELOCITY, Inc.",2024-06-07 08:29:59.000 UTC,28.0,-82.5,2
WorldStream B.V.,2024-06-07 08:28:24.000 UTC,52.0,4.2,1
Charter Communications Inc,2024-06-07 08:12:53.000 UTC,33.9,-118.4,1
Microsoft Corporation,2024-06-07 08:06:12.000 UTC,52.4,4.9,61
"Cloudflare, Inc.",2024-06-07 08:03:59.000 UTC,47.6,-122.3,2
"HIVELOCITY, Inc.",2024-06-07 07:59:29.000 UTC,28.0,-82.4,2
OVH SAS,2024-06-07 07:59:11.000 UTC,52.2,21.1,4
"HIVELOCITY, Inc.",2024-06-07 07:57:29.000 UTC,28.0,-82.5,2
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-07 07:55:30.000 UTC,24.7,46.7,1
OVH SAS,2024-06-07 07:52:23.000 UTC,50.1,8.7,3
"HIVELOCITY, Inc.",2024-06-07 07:51:59.000 UTC,28.0,-82.4,2
Charter Communications Inc,2024-06-07 07:20:13.000 UTC,40.7,-74.0,1
Charter Communications Inc,2024-06-07 06:50:59.000 UTC,34.1,-118.3,1
RIA Link Ltd,2024-06-07 06:25:38.000 UTC,53.3,34.4,1
"Comcast Cable Communications, LLC",2024-06-07 06:23:29.000 UTC,37.4,-122.1,1
GLOBALSAT DOOEL,2024-06-07 06:11:33.000 UTC,42.1,21.5,2
Verizon Business,2024-06-07 06:08:19.000 UTC,40.7,-74.0,1
EW Hoefe AG,2024-06-07 05:56:48.000 UTC,47.2,8.7,1
OVH SAS,2024-06-07 05:53:47.000 UTC,50.1,8.7,3
Proximus NV,2024-06-07 05:50:46.000 UTC,50.9,4.3,1
31173 Services AB,2024-06-07 05:43:13.000 UTC,59.3,18.1,1
OVH SAS,2024-06-07 05:33:12.000 UTC,51.4,0.1,2
"Comcast Cable Communications, LLC",2024-06-07 05:25:55.000 UTC,37.5,-122.0,1
Charter Communications,2024-06-07 05:19:36.000 UTC,34.1,-118.1,1
Charter Communications Inc,2024-06-07 05:16:24.000 UTC,40.7,-74.0,2
OVH SAS,2024-06-07 05:07:12.000 UTC,50.6,3.1,4
"AT&T Services, Inc.",2024-06-07 05:04:25.000 UTC,39.8,-86.2,1
Iway AG,2024-06-07 05:04:02.000 UTC,47.5,8.3,1
Rogers Communications Canada Inc.,2024-06-07 04:30:19.000 UTC,43.7,-79.4,1
"Amazon.com, Inc.",2024-06-07 04:21:59.000 UTC,40.0,-83.0,4
Wave Broadband,2024-06-07 04:17:44.000 UTC,37.8,-122.4,1
"Comcast Cable Communications, LLC",2024-06-07 03:48:04.000 UTC,37.4,-122.1,2
Cox Communications Inc.,2024-06-07 03:26:47.000 UTC,33.6,-117.6,13
OVH SAS,2024-06-07 03:26:47.000 UTC,-33.9,151.2,5
KPN B.V.,2024-06-07 03:16:28.000 UTC,52.0,5.2,1
"Comcast Cable Communications, LLC",2024-06-07 03:02:32.000 UTC,44.9,-123.0,1
Zzoomm plc,2024-06-07 02:48:36.000 UTC,51.5,-0.1,1
Telia Norge AS,2024-06-07 02:48:11.000 UTC,58.3,8.6,1
"Amazon.com, Inc.",2024-06-07 02:45:38.000 UTC,39.0,-77.5,61
"TierPoint, LLC",2024-06-07 02:30:32.000 UTC,41.2,-96.0,1
Netia SA,2024-06-07 02:29:39.000 UTC,50.1,19.9,1
HKT Limited,2024-06-07 02:25:36.000 UTC,22.3,114.2,1
"AT&T Services, Inc.",2024-06-07 02:24:15.000 UTC,41.7,-87.8,1
Latitude.sh,2024-06-07 02:22:47.000 UTC,51.5,-0.1,1
Wave Broadband,2024-06-07 02:00:56.000 UTC,44.9,-123.0,2
"Comcast Cable Communications, LLC",2024-06-07 01:59:29.000 UTC,35.1,-106.7,1
Cox Communications Inc.,2024-06-07 01:56:03.000 UTC,33.4,-112.1,1
UpCloud Ltd,2024-06-07 01:48:59.000 UTC,51.5,-0.1,10
Charter Communications Inc,2024-06-07 01:40:02.000 UTC,40.9,-81.4,1
"Comcast Cable Communications, LLC",2024-06-07 01:32:39.000 UTC,29.8,-95.4,1
,2024-06-07 01:28:46.000 UTC,40.0,116.3,2
Charter Communications Inc,2024-06-07 01:27:10.000 UTC,30.5,-97.7,1
"Amazon.com, Inc.",2024-06-07 01:15:48.000 UTC,39.0,-77.5,61
Verizon Business,2024-06-07 01:00:37.000 UTC,39.9,-75.4,1
TDC Holding A/S,2024-06-07 00:40:44.000 UTC,56.0,12.4,1
"Amazon.com, Inc.",2024-06-07 00:31:31.000 UTC,39.0,-77.5,61
Contabo Asia Private Limited,2024-06-07 00:30:55.000 UTC,1.3,103.9,1
"Comcast Cable Communications, LLC",2024-06-07 00:29:57.000 UTC,47.3,-122.3,1
"HIVELOCITY, Inc.",2024-06-07 00:27:29.000 UTC,28.0,-82.5,2
OVH SAS,2024-06-07 00:24:00.000 UTC,45.5,-122.7,45
Data Communication Business Group,2024-06-07 00:19:00.000 UTC,25.0,121.5,1
Hyperoptic Ltd,2024-06-07 00:05:28.000 UTC,51.5,-0.1,1
,2024-06-07 00:02:24.000 UTC,53.2,50.2,1
Verizon Business,2024-06-06 23:58:39.000 UTC,40.7,-74.0,1
Verizon Business,2024-06-06 23:19:59.000 UTC,40.9,-74.0,1
DELTA Fiber Nederland B.V.,2024-06-06 23:18:53.000 UTC,53.1,6.7,1
Charter Communications Inc,2024-06-06 23:10:10.000 UTC,25.9,-97.5,1
NextGenTel AS,2024-06-06 23:00:15.000 UTC,60.3,5.3,1
Verizon Business,2024-06-06 23:00:11.000 UTC,40.8,-74.2,1
NTT Communications Corporation,2024-06-06 22:53:11.000 UTC,35.6,140.1,2
Microsoft Corporation,2024-06-06 22:32:10.000 UTC,52.4,4.9,61
ColoCrossing,2024-06-06 22:30:15.000 UTC,47.6,-122.3,1
"Amazon.com, Inc.",2024-06-06 22:26:05.000 UTC,39.0,-77.5,61
DIGI SPAIN TELECOM S.L.,2024-06-06 22:17:40.000 UTC,40.4,-3.7,1
"HIVELOCITY, Inc.",2024-06-06 22:13:59.000 UTC,28.0,-82.4,2
"Frontier Communications of America, Inc.",2024-06-06 22:04:08.000 UTC,33.9,-118.1,1
TDC Holding A/S,2024-06-06 21:50:14.000 UTC,55.7,12.6,1
OVH SAS,2024-06-06 21:34:26.000 UTC,1.3,103.9,1
"Nubes, LLC",2024-06-06 21:18:01.000 UTC,38.6,-90.2,1
OVH SAS,2024-06-06 21:14:35.000 UTC,51.4,0.1,4
netcup GmbH,2024-06-06 20:51:36.000 UTC,50.9,7.0,1
Skoed Limited,2024-06-06 20:49:59.000 UTC,35.9,14.5,61
OVH SAS,2024-06-06 20:23:03.000 UTC,50.6,3.1,3
Orange S.A.,2024-06-06 20:14:58.000 UTC,48.5,2.7,1
,2024-06-06 20:07:01.000 UTC,43.7,-79.4,1
"Comcast Cable Communications, LLC",2024-06-06 20:04:05.000 UTC,45.5,-122.7,1
"AT&T Services, Inc.",2024-06-06 19:47:46.000 UTC,29.8,-95.5,1
"Another Corporate ISP, LLC",2024-06-06 19:36:23.000 UTC,37.8,-122.4,1
Verizon Business,2024-06-06 19:29:02.000 UTC,41.1,-74.0,1
Telefonica de Argentina,2024-06-06 19:20:52.000 UTC,-34.6,-58.4,1
KPN B.V.,2024-06-06 19:13:48.000 UTC,51.7,5.3,1
Comnet Bulgaria Holding Ltd.,2024-06-06 19:03:02.000 UTC,42.5,27.5,1
Charter Communications Inc,2024-06-06 19:01:09.000 UTC,21.3,-158.1,1
American Fiber INC.,2024-06-06 18:31:24.000 UTC,40.4,-111.8,1
"HIVELOCITY, Inc.",2024-06-06 18:23:59.000 UTC,28.0,-82.4,2
GLOBALSAT DOOEL,2024-06-06 18:06:49.000 UTC,42.1,21.5,1
Equinix (EMEA) Acquisition Enterprises B.V.,2024-06-06 18:05:53.000 UTC,48.1,11.6,61
"Amazon.com, Inc.",2024-06-06 18:05:21.000 UTC,39.0,-77.5,61
"AT&T Services, Inc.",2024-06-06 18:01:40.000 UTC,35.3,-82.5,1
M247 Europe SRL,2024-06-06 17:49:13.000 UTC,22.3,114.2,1
KPN B.V.,2024-06-06 17:27:14.000 UTC,52.0,5.3,1
Cox Communications Inc.,2024-06-06 17:05:10.000 UTC,33.6,-117.6,6
"AT&T Services, Inc.",2024-06-06 16:58:06.000 UTC,41.9,-88.1,1
OVH SAS,2024-06-06 16:35:51.000 UTC,51.4,0.1,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-06 16:33:00.000 UTC,24.7,46.7,1
"Interserver, Inc",2024-06-06 16:18:13.000 UTC,40.7,-74.0,2
Hetzner Online GmbH,2024-06-06 16:10:46.000 UTC,60.4,25.0,61
Microsoft Corporation,2024-06-06 15:54:14.000 UTC,52.4,4.9,61
"MetroOptic, Inc.",2024-06-06 15:41:46.000 UTC,45.5,-73.6,61
"Namecheap, Inc.",2024-06-06 15:31:53.000 UTC,33.4,-112.1,1
Hetzner Online GmbH,2024-06-06 15:05:59.000 UTC,50.5,12.4,2
OVH SAS,2024-06-06 14:50:38.000 UTC,1.3,103.9,3
"Comcast Cable Communications, LLC",2024-06-06 14:41:24.000 UTC,41.3,-72.9,1
Hiper A/S,2024-06-06 14:36:36.000 UTC,55.7,12.6,1
Charter Communications Inc,2024-06-06 14:23:24.000 UTC,34.4,-118.5,1
Vodafone Portugal - Communicacoes Pessoais S.A.,2024-06-06 14:23:16.000 UTC,38.7,-9.1,2
Princeton University,2024-06-06 14:15:54.000 UTC,40.2,-74.7,61
"AT&T Services, Inc.",2024-06-06 14:00:20.000 UTC,41.5,-81.7,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-06 13:37:30.000 UTC,24.7,46.7,1
OVH SAS,2024-06-06 13:36:51.000 UTC,50.1,8.7,2
"AT&T Services, Inc.",2024-06-06 13:35:50.000 UTC,30.5,-97.8,1
Wholesail networks LLC,2024-06-06 13:31:05.000 UTC,47.7,-122.1,1
Charter Communications Inc,2024-06-06 13:16:57.000 UTC,33.2,-117.3,1
Starhub Ltd,2024-06-06 12:53:49.000 UTC,1.3,103.9,61
"AT&T Services, Inc.",2024-06-06 12:50:15.000 UTC,38.7,-90.6,1
Núcleo S.A.,2024-06-06 12:44:50.000 UTC,-25.3,-57.6,1
Starhub Ltd,2024-06-06 12:30:28.000 UTC,1.3,103.9,61
CHINANET-BACKBONE,2024-06-06 12:29:22.000 UTC,28.2,113.0,2
GLOBALSAT DOOEL,2024-06-06 12:20:04.000 UTC,42.1,21.5,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-06 12:16:44.000 UTC,24.7,46.7,1
"AT&T Services, Inc.",2024-06-06 12:09:01.000 UTC,30.6,-97.9,1
SK Broadband Co Ltd,2024-06-06 11:59:51.000 UTC,36.6,127.3,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-06 11:58:30.000 UTC,24.7,46.7,1
Verizon Business,2024-06-06 11:54:40.000 UTC,41.2,-73.8,1
"Comcast Cable Communications, LLC",2024-06-06 11:39:43.000 UTC,30.4,-84.3,1
Sunrise GmbH,2024-06-06 11:38:29.000 UTC,47.4,8.2,1
"Comcast Cable Communications, LLC",2024-06-06 11:16:23.000 UTC,42.3,-83.7,1
Metronet,2024-06-06 11:04:00.000 UTC,30.4,-84.3,1
OVH SAS,2024-06-06 10:22:55.000 UTC,1.3,103.9,1
Charter Communications Inc,2024-06-06 10:11:56.000 UTC,33.7,-118.0,1
Data Communication Business Group,2024-06-06 10:00:25.000 UTC,25.0,121.5,1
Vodafone GmbH,2024-06-06 09:53:54.000 UTC,52.5,13.4,1
Melita Limited,2024-06-06 09:40:52.000 UTC,36.0,14.4,1
Microsoft Corporation,2024-06-06 09:39:50.000 UTC,52.4,4.9,61
GiGstreem,2024-06-06 09:39:32.000 UTC,42.3,-71.1,1
Microsoft Corporation,2024-06-06 09:37:58.000 UTC,52.4,4.9,62
Proximus NV,2024-06-06 09:27:24.000 UTC,50.9,4.3,1
,2024-06-06 09:13:06.000 UTC,51.5,-0.1,1
"Limestone Networks, Inc.",2024-06-06 08:41:59.000 UTC,50.1,8.7,2
CHINANET-BACKBONE,2024-06-06 08:40:57.000 UTC,28.2,113.0,2
OVH SAS,2024-06-06 08:39:55.000 UTC,45.3,-73.9,1
"Comcast Cable Communications, LLC",2024-06-06 08:39:00.000 UTC,37.4,-122.1,1
Singtel Fibre Broadband,2024-06-06 08:26:32.000 UTC,1.3,103.9,2
Hetzner Online GmbH,2024-06-06 08:23:13.000 UTC,60.4,25.0,61
Companhia de Telecomunicacoes de Macau SARL,2024-06-06 08:13:43.000 UTC,22.2,113.5,2
Hong Kong Broadband Network Ltd.,2024-06-06 07:56:05.000 UTC,22.3,114.2,1
Videotron Telecom Ltee,2024-06-06 07:30:10.000 UTC,45.3,-73.3,1
Google Fiber Inc.,2024-06-06 07:13:30.000 UTC,30.3,-97.7,1
OVH SAS,2024-06-06 06:57:32.000 UTC,45.5,-122.7,15
netcup GmbH,2024-06-06 06:51:28.000 UTC,48.1,7.7,1
Companhia de Telecomunicacoes de Macau SARL,2024-06-06 06:48:54.000 UTC,22.2,113.5,2
,2024-06-06 06:40:34.000 UTC,40.0,-75.2,1
OVH SAS,2024-06-06 06:38:43.000 UTC,45.3,-73.9,49
OVH SAS,2024-06-06 06:37:05.000 UTC,50.6,3.1,1
"AT&T Services, Inc.",2024-06-06 06:29:59.000 UTC,30.1,-81.4,1
OVH SAS,2024-06-06 06:29:38.000 UTC,-33.9,151.2,4
"AT&T Services, Inc.",2024-06-06 06:28:38.000 UTC,34.0,-84.5,2
OVH SAS,2024-06-06 06:28:19.000 UTC,-33.8,151.2,3
OVH SAS,2024-06-06 06:26:34.000 UTC,-33.9,151.2,3
OVH SAS,2024-06-06 06:18:47.000 UTC,-33.9,151.2,3
OVH SAS,2024-06-06 06:14:46.000 UTC,39.0,-77.5,38
Telenet BV,2024-06-06 06:05:30.000 UTC,51.2,4.5,1
Southern Communications Ltd,2024-06-06 05:49:29.000 UTC,51.4,-0.4,1
OVH SAS,2024-06-06 05:32:30.000 UTC,50.1,8.7,4
Hetzner Online GmbH,2024-06-06 05:31:58.000 UTC,60.2,24.9,2
Microsoft Corporation,2024-06-06 05:19:49.000 UTC,52.4,4.9,61
Verizon Business,2024-06-06 05:17:49.000 UTC,42.1,-88.0,1
INSYS LLC,2024-06-06 05:10:00.000 UTC,56.8,60.5,1
OVH SAS,2024-06-06 05:08:24.000 UTC,39.0,-77.5,22
"Mega Cable, S.A. de C.V.",2024-06-06 04:53:59.000 UTC,20.6,-103.3,1
Swisscom (Schweiz) AG,2024-06-06 04:38:58.000 UTC,46.9,7.4,2
Contabo Asia Private Limited,2024-06-06 04:29:00.000 UTC,1.3,103.9,1
HostCircle B.V.,2024-06-06 04:28:26.000 UTC,52.4,4.9,2
Starhub Ltd,2024-06-06 04:18:01.000 UTC,1.3,103.9,61
Data Communication Business Group,2024-06-06 04:16:20.000 UTC,25.0,121.5,1
OVH SAS,2024-06-06 04:13:33.000 UTC,48.6,7.7,6
"Comcast Cable Communications, LLC",2024-06-06 03:54:31.000 UTC,37.4,-122.1,1
"Comcast Cable Communications, LLC",2024-06-06 03:49:07.000 UTC,39.6,-105.0,1
Industrial Media Network LLC,2024-06-06 03:34:11.000 UTC,50.5,30.5,1
Charter Communications Inc,2024-06-06 03:28:03.000 UTC,33.2,-117.3,1
"Amazon.com, Inc.",2024-06-06 03:09:47.000 UTC,40.0,-83.0,7
OVH SAS,2024-06-06 03:04:02.000 UTC,45.5,-122.7,43
Datacamp Limited,2024-06-06 02:56:12.000 UTC,47.4,8.6,1
"Charter Communications, Inc",2024-06-06 02:30:59.000 UTC,28.7,-81.2,1
OVH SAS,2024-06-06 02:28:10.000 UTC,50.1,8.7,8
Skoed Limited,2024-06-06 02:27:58.000 UTC,35.9,14.5,61
Odido Netherlands B.V.,2024-06-06 02:20:32.000 UTC,52.2,5.2,1
Microsoft Corporation,2024-06-06 02:13:29.000 UTC,52.4,4.9,61
Cablenet Communication Systems plc,2024-06-06 02:09:50.000 UTC,35.2,33.4,1
OVH SAS,2024-06-06 01:47:31.000 UTC,1.3,103.9,3
Tele Columbus AG,2024-06-06 01:47:29.000 UTC,52.5,13.4,2
,2024-06-06 01:46:24.000 UTC,38.6,-90.2,2
Microsoft Corporation,2024-06-06 01:46:01.000 UTC,52.4,4.9,61
Charter Communications Inc,2024-06-06 01:39:27.000 UTC,39.3,-94.9,1
"Comcast Cable Communications, LLC",2024-06-06 01:33:18.000 UTC,37.5,-122.2,1
"DigitalOcean, LLC",2024-06-06 00:47:22.000 UTC,40.8,-74.0,9
Longmont Power & Communications,2024-06-06 00:26:14.000 UTC,40.2,-105.1,1
"HIVELOCITY, Inc.",2024-06-06 00:17:59.000 UTC,28.0,-82.5,1
Hetzner Online GmbH,2024-06-06 00:09:33.000 UTC,49.5,11.1,1
Datacamp Limited,2024-06-06 00:06:41.000 UTC,50.1,14.4,1
Charter Communications Inc,2024-06-06 00:03:11.000 UTC,33.9,-118.4,1
"Comcast Cable Communications, LLC",2024-06-05 23:43:29.000 UTC,29.8,-95.4,1
Digital United Inc.,2024-06-05 23:40:00.000 UTC,24.1,120.7,1
MEVSPACE sp. z o.o.,2024-06-05 23:32:10.000 UTC,52.2,21.0,1
Societe Francaise Du Radiotelephone - SFR SA,2024-06-05 23:20:48.000 UTC,43.1,6.1,1
"HIVELOCITY, Inc.",2024-06-05 23:16:29.000 UTC,28.0,-82.5,2
Korea Telecom,2024-06-05 23:08:51.000 UTC,35.9,128.6,1
UpCloud Ltd,2024-06-05 23:06:42.000 UTC,51.5,-0.1,8
"HIVELOCITY, Inc.",2024-06-05 22:59:59.000 UTC,28.0,-82.4,2
essensys Ltd,2024-06-05 22:56:29.000 UTC,51.5,-0.1,1
Charter Communications Inc,2024-06-05 22:56:17.000 UTC,42.9,-88.1,1
Deutsche Telekom AG,2024-06-05 22:34:25.000 UTC,48.8,9.4,1
Launtel,2024-06-05 22:32:51.000 UTC,-33.9,151.2,2
"Comcast Cable Communications, LLC",2024-06-05 22:29:00.000 UTC,47.4,-122.0,1
"Etheric Networks, Inc.",2024-06-05 22:21:29.000 UTC,37.4,-122.1,1
"HIVELOCITY, Inc.",2024-06-05 22:19:00.000 UTC,28.0,-82.4,2
"HIVELOCITY, Inc.",2024-06-05 22:12:59.000 UTC,28.0,-82.4,2
"HIVELOCITY, Inc.",2024-06-05 22:09:00.000 UTC,28.0,-82.5,2
Swisscom (Schweiz) AG,2024-06-05 22:06:24.000 UTC,47.5,8.7,1
DIGI ROMANIA S.A.,2024-06-05 21:49:57.000 UTC,44.6,22.7,1
Verizon Business,2024-06-05 21:43:50.000 UTC,40.6,-74.2,1
"AT&T Services, Inc.",2024-06-05 21:43:24.000 UTC,36.2,-86.3,1
Hetzner Online GmbH,2024-06-05 21:18:28.000 UTC,60.4,25.0,61
Joe Wheeler EMC,2024-06-05 21:13:29.000 UTC,34.6,-87.0,1
WorldStream B.V.,2024-06-05 21:08:52.000 UTC,52.0,4.2,1
"Amazon.com, Inc.",2024-06-05 21:01:41.000 UTC,48.9,2.3,1
"AT&T Services, Inc.",2024-06-05 20:56:31.000 UTC,36.2,-86.8,62
"Amazon.com, Inc.",2024-06-05 20:55:59.000 UTC,40.0,-83.0,61
Leaseweb Deutschland GmbH,2024-06-05 20:51:46.000 UTC,50.1,8.7,1
Freedom Internet BV,2024-06-05 20:41:02.000 UTC,52.4,4.9,1
M247 Europe SRL,2024-06-05 20:40:11.000 UTC,35.6,139.7,1
"The Constant Company, LLC",2024-06-05 20:36:01.000 UTC,1.3,103.7,1
"AT&T Services, Inc.",2024-06-05 20:26:54.000 UTC,37.3,-121.9,1
,2024-06-05 20:15:11.000 UTC,55.8,37.6,1
Hetzner Online GmbH,2024-06-05 20:13:11.000 UTC,50.5,12.4,2
Republican Unitary Telecommunication Enterprise Beltelecom,2024-06-05 20:09:24.000 UTC,53.9,27.6,1
Microsoft Corporation,2024-06-05 20:06:43.000 UTC,52.4,4.9,61
University of Warsaw,2024-06-05 20:00:31.000 UTC,52.2,21.0,1
,2024-06-05 19:58:14.000 UTC,48.5,35.0,1
TELUS Communications Inc.,2024-06-05 19:36:02.000 UTC,49.3,-122.8,1
"Amazon.com, Inc.",2024-06-05 19:35:22.000 UTC,39.0,-77.5,61
Vivacom Bulgaria EAD,2024-06-05 19:32:06.000 UTC,42.7,23.3,1
Vodafone Italia S.p.A.,2024-06-05 19:25:59.000 UTC,44.4,8.9,1
"Comcast Cable Communications, LLC",2024-06-05 19:10:17.000 UTC,40.6,-105.1,1
Telenet BV,2024-06-05 19:06:58.000 UTC,50.9,4.3,1
Cox Communications Inc.,2024-06-05 19:05:49.000 UTC,33.6,-117.6,8
SilesNet s.r.o.,2024-06-05 19:04:11.000 UTC,49.7,18.6,1
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2024-06-05 18:58:59.000 UTC,38.7,-9.1,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-05 18:55:36.000 UTC,24.7,46.7,1
netcup GmbH,2024-06-05 18:50:06.000 UTC,49.4,11.0,1
Latitude.sh,2024-06-05 18:46:49.000 UTC,39.0,-77.5,3
The Park Region Mutual Telephone Co,2024-06-05 18:39:47.000 UTC,46.2,-95.9,1
"HIVELOCITY, Inc.",2024-06-05 18:38:59.000 UTC,28.0,-82.5,2
Hetzner Online GmbH,2024-06-05 18:06:59.000 UTC,60.4,25.0,61
Vodafone Libertel B.V.,2024-06-05 18:06:29.000 UTC,52.0,4.4,2
"AT&T Services, Inc.",2024-06-05 17:59:44.000 UTC,30.2,-85.7,1
Google LLC,2024-06-05 17:56:11.000 UTC,32.9,-80.0,61
Charter Communications Inc,2024-06-05 17:34:39.000 UTC,34.2,-118.4,1
XTRA TELECOM S.A.,2024-06-05 17:33:39.000 UTC,40.4,-3.7,1
Hetzner Online GmbH,2024-06-05 17:30:22.000 UTC,60.4,25.0,61
Hetzner Online GmbH,2024-06-05 17:27:28.000 UTC,60.2,24.9,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-05 17:24:11.000 UTC,24.7,46.7,1
Yelm Telephone Company,2024-06-05 17:21:04.000 UTC,47.0,-120.5,1
"Comcast Cable Communications, LLC",2024-06-05 17:15:29.000 UTC,37.4,-122.1,1
SCALEWAY S.A.S.,2024-06-05 17:14:14.000 UTC,48.9,2.3,1
Vodafone Czech Republic a.s.,2024-06-05 17:11:59.000 UTC,49.9,17.9,1
EW Hoefe AG,2024-06-05 17:04:20.000 UTC,47.2,8.7,1
Vodafone Portugal - Communicacoes Pessoais S.A.,2024-06-05 17:02:27.000 UTC,41.1,-8.0,1
Vodafone GmbH,2024-06-05 17:01:26.000 UTC,48.1,11.6,1
Google Fiber Inc.,2024-06-05 16:28:48.000 UTC,33.7,-84.4,1
Charter Communications Inc,2024-06-05 16:26:34.000 UTC,32.8,-117.2,1
Hetzner Online GmbH,2024-06-05 16:16:32.000 UTC,60.2,24.9,2
China Education and Research Network Center,2024-06-05 16:12:52.000 UTC,22.5,114.1,2
Launtel,2024-06-05 16:04:15.000 UTC,-33.9,151.2,1
Server Central Network,2024-06-05 15:39:39.000 UTC,39.0,-77.5,1
"Interserver, Inc",2024-06-05 15:21:33.000 UTC,40.7,-74.0,1
Charter Communications,2024-06-05 15:15:30.000 UTC,37.0,-121.6,1
"Comcast Cable Communications, LLC",2024-06-05 15:08:45.000 UTC,37.5,-122.0,1
Free SAS,2024-06-05 15:06:41.000 UTC,49.0,2.1,1
PJSC Rostelecom,2024-06-05 15:00:28.000 UTC,55.8,37.6,1
Hotwire Communications,2024-06-05 14:44:41.000 UTC,26.1,-80.1,1
China Telecom (Group),2024-06-05 14:30:29.000 UTC,31.2,121.5,1
Intelsc Ltd.,2024-06-05 14:29:23.000 UTC,55.8,37.6,1
OVH SAS,2024-06-05 14:23:04.000 UTC,50.6,3.1,5
TPG Telecom Limited,2024-06-05 14:18:37.000 UTC,-34.9,138.6,1
Verizon Business,2024-06-05 14:08:49.000 UTC,41.1,-74.0,1
Energie AG Oberoesterreich Telekom GmbH,2024-06-05 14:08:03.000 UTC,48.3,13.9,1
Charter Communications Inc,2024-06-05 14:05:35.000 UTC,30.3,-97.8,1
"Comcast Cable Communications, LLC",2024-06-05 14:03:06.000 UTC,37.0,-122.0,1
GIB-Solutions AG,2024-06-05 14:01:49.000 UTC,47.6,8.2,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-06-05 13:52:00.000 UTC,24.7,46.7,1
Skoed Limited,2024-06-05 13:41:40.000 UTC,35.9,14.5,61
Viewqwest Pte Ltd,2024-06-05 13:33:01.000 UTC,1.3,103.9,1
Latitude.sh,2024-06-05 13:12:12.000 UTC,51.5,-0.1,2
"Level 3 Parent, LLC",2024-06-05 13:10:29.000 UTC,40.7,-74.0,2
Industrial Media Network LLC,2024-06-05 13:03:08.000 UTC,50.5,30.5,2
Google LLC,2024-06-05 13:02:30.000 UTC,50.9,4.3,1
"Comcast Cable Communications, LLC",2024-06-05 12:59:07.000 UTC,37.8,-79.4,1
"Frontier Communications of America, Inc.",2024-06-05 12:53:39.000 UTC,37.1,-121.7,1
"Amazon.com, Inc.",2024-06-05 12:53:29.000 UTC,40.0,-83.0,2
Fuzhou,2024-06-05 12:51:35.000 UTC,24.5,118.1,2
FIBIA P/S,2024-06-05 12:46:58.000 UTC,55.4,10.4,1
Hetzner Online GmbH,2024-06-05 12:45:58.000 UTC,60.4,25.0,61
Rogers Communications Canada Inc.,2024-06-05 12:43:59.000 UTC,43.9,-79.4,1
Microsoft Corporation,2024-06-05 12:42:58.000 UTC,52.4,4.9,61
Latitude.sh,2024-06-05 12:29:17.000 UTC,-23.5,-46.6,1
Microsoft Corporation,2024-06-05 12:27:10.000 UTC,52.4,4.9,61
TeraSwitch Networks Inc.,2024-06-05 12:19:28.000 UTC,52.4,4.9,2
Datacamp Limited,2024-06-05 12:07:41.000 UTC,50.1,14.4,1
Skoed Limited,2024-06-05 12:07:31.000 UTC,35.9,14.5,61
"Comcast Cable Communications, LLC",2024-06-05 12:03:15.000 UTC,37.4,-122.1,1
Obehosting AB,2024-06-05 12:01:58.000 UTC,59.3,18.1,1
Hetzner Online GmbH,2024-06-05 11:37:28.000 UTC,50.5,12.4,1
Google LLC,2024-06-05 11:35:31.000 UTC,25.0,121.5,1
Global Layer B.V.,2024-06-05 11:18:18.000 UTC,52.4,4.9,3
"Comcast Cable Communications, LLC",2024-06-05 11:12:25.000 UTC,30.4,-84.3,1
Data Communication Business Group,2024-06-05 11:04:01.000 UTC,25.0,121.5,1
Orange S.A.,2024-06-05 11:03:30.000 UTC,44.9,-0.5,1
Microplex PTY LTD,2024-06-05 10:44:31.000 UTC,-33.9,150.9,1
Fastweb SpA,2024-06-05 10:38:59.000 UTC,45.5,9.2,1
Hetzner Online GmbH,2024-06-05 10:31:04.000 UTC,60.4,25.0,61
Virgin Media Limited,2024-06-05 10:00:59.000 UTC,51.5,-0.1,2
"AT&T Services, Inc.",2024-06-05 09:52:18.000 UTC,29.8,-95.4,2
