asn_organization,last_seen_date,latitude,longitude,validator_count
Google LLC,2024-11-27 03:06:41.000 UTC,38.9,-77.0,61
Hetzner Online GmbH,2024-11-27 03:04:41.000 UTC,60.2,24.9,1
M247 Europe SRL,2024-11-27 02:42:42.000 UTC,34.0,-118.3,6
Hetzner Online GmbH,2024-11-27 02:28:11.000 UTC,60.2,24.9,13
"DigitalOcean, LLC",2024-11-27 01:33:12.000 UTC,37.4,-122.0,61
Google LLC,2024-11-27 01:23:11.000 UTC,38.9,-77.0,61
Verizon Business,2024-11-27 01:18:12.000 UTC,38.8,-77.0,1
"Nubes, LLC",2024-11-27 01:02:41.000 UTC,40.7,-74.0,2
Exetel Pty Ltd,2024-11-27 00:58:13.000 UTC,-37.8,145.0,1
OVH SAS,2024-11-27 00:31:43.000 UTC,45.3,-73.9,48
Google LLC,2024-11-27 00:20:11.000 UTC,38.9,-77.0,61
Google LLC,2024-11-26 23:56:11.000 UTC,38.9,-77.0,61
netcup GmbH,2024-11-26 23:19:42.000 UTC,48.1,16.3,22
Hetzner Online GmbH,2024-11-26 22:26:41.000 UTC,50.5,12.4,1
Google LLC,2024-11-26 22:05:11.000 UTC,38.9,-77.0,61
"DigitalOcean, LLC",2024-11-26 22:02:42.000 UTC,37.4,-122.0,1
Google LLC,2024-11-26 21:59:25.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2024-11-26 21:47:41.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-26 21:15:21.000 UTC,40.0,-83.0,61
Hetzner Online GmbH,2024-11-26 21:12:41.000 UTC,60.2,24.9,1
Google LLC,2024-11-26 20:46:53.000 UTC,38.9,-77.0,61
Vodafone Czech Republic a.s.,2024-11-26 19:38:11.000 UTC,50.1,14.4,1
netcup GmbH,2024-11-26 17:54:11.000 UTC,48.1,16.3,27
Hetzner Online GmbH,2024-11-26 16:50:11.000 UTC,60.2,24.9,1
Charter Communications Inc,2024-11-26 16:36:12.000 UTC,40.1,-83.1,1
Google LLC,2024-11-26 16:29:11.000 UTC,38.9,-77.0,61
Google LLC,2024-11-26 16:06:48.000 UTC,38.9,-77.0,61
PJSC Rostelecom,2024-11-26 16:00:46.000 UTC,55.8,37.6,2
Swisscom (Schweiz) AG,2024-11-26 15:36:11.000 UTC,47.3,8.5,1
Hetzner Online GmbH,2024-11-26 15:26:41.000 UTC,60.2,24.9,1
Baxet Group Inc.,2024-11-26 14:28:45.000 UTC,41.6,-8.4,1
Deutsche Telekom AG,2024-11-26 13:43:41.000 UTC,51.3,9.6,1
Virgin Media Limited,2024-11-26 12:12:11.000 UTC,53.0,-1.2,2
"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",2024-11-26 10:57:41.000 UTC,49.8,24.0,1
Hetzner Online GmbH,2024-11-26 10:37:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-26 08:44:41.000 UTC,50.5,12.4,1
"Amazon.com, Inc.",2024-11-26 08:12:11.000 UTC,40.0,-83.0,61
Hetzner Online GmbH,2024-11-26 07:40:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-26 07:10:41.000 UTC,60.2,24.9,1
Baxet Group Inc.,2024-11-26 05:54:14.000 UTC,41.6,-8.4,1
Hetzner Online GmbH,2024-11-26 03:29:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-26 03:20:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-26 03:06:11.000 UTC,60.4,25.0,1
Google LLC,2024-11-26 02:24:41.000 UTC,38.9,-77.0,61
Hetzner Online GmbH,2024-11-26 01:21:41.000 UTC,60.2,24.9,1
"Amazon.com, Inc.",2024-11-26 01:10:19.000 UTC,40.0,-83.0,61
"AT&T Services, Inc.",2024-11-26 00:49:12.000 UTC,39.8,-86.2,1
Hetzner Online GmbH,2024-11-26 00:38:11.000 UTC,60.4,25.0,1
Google LLC,2024-11-25 23:47:11.000 UTC,32.9,-80.0,61
"CenturyLink Communications, LLC",2024-11-25 23:37:42.000 UTC,47.2,-122.5,1
"Amazon.com, Inc.",2024-11-25 23:17:41.000 UTC,40.0,-83.0,61
Google LLC,2024-11-25 22:59:11.000 UTC,38.9,-77.0,61
"Frontier Communications of America, Inc.",2024-11-25 22:31:12.000 UTC,41.5,-75.7,1
Hetzner Online GmbH,2024-11-25 22:23:11.000 UTC,60.2,24.9,1
"Amazon.com, Inc.",2024-11-25 21:59:41.000 UTC,40.0,-83.0,61
Google LLC,2024-11-25 21:29:35.000 UTC,38.9,-77.0,61
Google LLC,2024-11-25 21:03:22.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2024-11-25 20:02:11.000 UTC,40.0,-83.0,61
Google LLC,2024-11-25 19:51:41.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2024-11-25 19:38:12.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-25 19:25:41.000 UTC,40.0,-83.0,61
Hetzner Online GmbH,2024-11-25 16:37:11.000 UTC,60.2,24.9,1
Cox Communications Inc.,2024-11-25 16:06:12.000 UTC,32.7,-117.2,1
Obehosting AB,2024-11-25 16:02:41.000 UTC,59.3,18.1,4
Hetzner Online GmbH,2024-11-25 16:02:11.000 UTC,60.2,24.9,1
WideOpenWest Finance LLC,2024-11-25 15:28:42.000 UTC,42.4,-83.4,1
OVH SAS,2024-11-25 14:36:46.000 UTC,45.5,-122.7,42
Baxet Group Inc.,2024-11-25 13:26:43.000 UTC,51.5,-0.1,2
Aussie Broadband,2024-11-25 12:38:46.000 UTC,-27.5,153.0,1
Bell Canada,2024-11-25 11:36:12.000 UTC,43.7,-79.4,1
Virgin Media Limited,2024-11-25 11:25:11.000 UTC,52.5,-1.9,1
Hetzner Online GmbH,2024-11-25 10:03:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-25 05:55:42.000 UTC,60.2,24.9,62
OVH SAS,2024-11-25 04:49:13.000 UTC,-33.9,151.2,42
Hetzner Online GmbH,2024-11-25 04:19:41.000 UTC,60.2,24.9,1
Liberty Global B.V.,2024-11-25 04:10:11.000 UTC,52.2,21.0,1
Google LLC,2024-11-25 02:08:12.000 UTC,45.6,-121.2,1
Hetzner Online GmbH,2024-11-25 01:56:11.000 UTC,50.5,12.4,12
Hetzner Online GmbH,2024-11-25 01:55:41.000 UTC,60.2,24.9,1
British Telecommunications PLC,2024-11-25 01:55:11.000 UTC,53.8,-1.5,1
Hetzner Online GmbH,2024-11-25 01:43:11.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-25 01:34:11.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-25 01:22:41.000 UTC,60.2,24.9,1
Charter Communications Inc,2024-11-25 01:13:43.000 UTC,25.9,-97.5,1
Hetzner Online GmbH,2024-11-24 23:51:11.000 UTC,60.2,24.9,1
"AT&T Services, Inc.",2024-11-24 23:44:42.000 UTC,39.8,-86.2,1
Hetzner Online GmbH,2024-11-24 23:42:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-24 23:03:11.000 UTC,60.2,24.9,1
UIH,2024-11-24 22:15:12.000 UTC,13.8,100.5,1
OVH SAS,2024-11-24 21:31:11.000 UTC,50.6,3.1,1
Free SAS,2024-11-24 18:20:41.000 UTC,48.9,2.3,1
"AT&T Services, Inc.",2024-11-24 16:30:42.000 UTC,39.8,-86.2,1
Infinity Developments Limited,2024-11-24 15:26:28.000 UTC,51.5,-0.2,1
"Comcast Cable Communications, LLC",2024-11-24 15:13:42.000 UTC,47.6,-122.3,1
OVH SAS,2024-11-24 12:59:31.000 UTC,50.6,3.1,61
Hetzner Online GmbH,2024-11-24 11:33:11.000 UTC,60.2,24.9,1
OVH SAS,2024-11-24 11:02:13.000 UTC,-33.9,151.2,22
TPG Telecom Limited,2024-11-24 10:15:43.000 UTC,-37.8,145.0,1
Hetzner Online GmbH,2024-11-24 09:09:11.000 UTC,60.4,25.0,1
Charter Communications Inc,2024-11-24 08:59:12.000 UTC,26.2,-98.2,1
"Frontier Communications of America, Inc.",2024-11-24 06:04:42.000 UTC,32.9,-96.6,1
Liberty Global B.V.,2024-11-24 04:53:41.000 UTC,52.2,21.0,1
Virgin Media Limited,2024-11-24 02:49:11.000 UTC,51.9,-0.4,1
Hetzner Online GmbH,2024-11-24 01:23:11.000 UTC,60.2,24.9,1
OVH SAS,2024-11-23 21:11:41.000 UTC,50.6,3.1,1
"T-2, d.o.o.",2024-11-23 17:25:11.000 UTC,46.1,14.5,1
Hetzner Online GmbH,2024-11-23 13:58:41.000 UTC,60.2,24.9,1
Telenor Norge AS,2024-11-23 13:30:11.000 UTC,59.9,10.7,1
"Comcast Cable Communications, LLC",2024-11-23 13:18:12.000 UTC,39.3,-76.6,1
Cox Communications Inc.,2024-11-23 12:55:42.000 UTC,33.4,-112.1,3
Contabo GmbH,2024-11-23 09:59:11.000 UTC,50.1,8.7,1
Hetzner Online GmbH,2024-11-23 09:58:11.000 UTC,60.2,24.9,1
PJSC Rostelecom,2024-11-23 09:16:11.000 UTC,55.8,37.6,2
"Comcast Cable Communications, LLC",2024-11-23 09:04:42.000 UTC,37.9,-122.1,1
OVH SAS,2024-11-23 08:41:35.000 UTC,1.4,103.8,1
"Frontier Communications of America, Inc.",2024-11-23 06:11:42.000 UTC,32.9,-96.6,1
Asahi Net,2024-11-23 04:08:43.000 UTC,35.7,139.7,1
Verizon Business,2024-11-22 23:51:41.000 UTC,40.7,-74.3,2
China Telecom (Group),2024-11-22 23:44:43.000 UTC,31.2,121.5,1
Hetzner Online GmbH,2024-11-22 23:17:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-22 21:43:41.000 UTC,60.2,24.9,1
Vodafone GmbH,2024-11-22 20:39:41.000 UTC,53.1,8.8,1
Google LLC,2024-11-22 19:36:41.000 UTC,38.9,-77.0,61
"North State Telephone, LLC",2024-11-22 18:29:42.000 UTC,36.1,-79.8,2
Hetzner Online GmbH,2024-11-22 18:23:41.000 UTC,60.2,24.9,1
OVH SAS,2024-11-22 18:14:41.000 UTC,50.6,3.1,1
Hetzner Online GmbH,2024-11-22 18:04:41.000 UTC,60.2,24.9,1
"AT&T Services, Inc.",2024-11-22 17:06:40.000 UTC,39.8,-86.2,1
Hetzner Online GmbH,2024-11-22 16:50:41.000 UTC,60.2,24.9,1
Sonic Telecom LLC,2024-11-22 09:02:12.000 UTC,37.8,-122.3,1
Cox Communications Inc.,2024-11-22 06:28:42.000 UTC,33.4,-112.1,1
"Frontier Communications of America, Inc.",2024-11-22 04:04:12.000 UTC,33.0,-96.7,1
"CenturyLink Communications, LLC",2024-11-22 03:42:42.000 UTC,47.2,-122.5,1
Oracle Corporation,2024-11-22 02:28:42.000 UTC,39.0,-77.5,14
"Frontier Communications of America, Inc.",2024-11-22 01:33:12.000 UTC,32.9,-96.6,1
OVH SAS,2024-11-22 01:10:41.000 UTC,50.6,3.1,1
netcup GmbH,2024-11-22 00:01:11.000 UTC,49.4,11.0,1
Charter Communications Inc,2024-11-21 23:46:13.000 UTC,25.9,-97.5,1
netcup GmbH,2024-11-21 23:38:11.000 UTC,49.5,11.1,1
Hetzner Online GmbH,2024-11-21 20:52:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-21 19:53:11.000 UTC,60.2,24.9,1
CHINANET-BACKBONE,2024-11-21 19:36:42.000 UTC,31.2,121.5,2
Google LLC,2024-11-21 19:02:07.000 UTC,32.9,-80.0,61
Verizon Business,2024-11-21 17:13:42.000 UTC,38.8,-77.3,1
"North State Telephone, LLC",2024-11-21 16:48:42.000 UTC,36.1,-79.8,2
Contabo GmbH,2024-11-21 15:32:41.000 UTC,51.2,6.8,1
OVH SAS,2024-11-21 14:50:39.000 UTC,45.3,-73.9,2
Hetzner Online GmbH,2024-11-21 14:36:11.000 UTC,60.2,24.9,1
"Frontier Communications of America, Inc.",2024-11-21 13:15:42.000 UTC,41.5,-75.7,1
Verizon Business,2024-11-21 12:31:12.000 UTC,40.0,-75.4,1
"Interserver, Inc",2024-11-21 07:38:41.000 UTC,40.7,-74.1,35
netcup GmbH,2024-11-21 07:24:11.000 UTC,49.0,8.4,1
"DigitalOcean, LLC",2024-11-21 06:22:11.000 UTC,40.8,-74.0,1
"AT&T Services, Inc.",2024-11-21 05:10:12.000 UTC,39.8,-86.2,1
Hetzner Online GmbH,2024-11-21 05:05:11.000 UTC,50.5,12.4,1
MyRepublic Ltd.,2024-11-21 04:56:42.000 UTC,1.3,103.9,1
M247 Europe SRL,2024-11-21 04:33:42.000 UTC,34.0,-118.3,6
Hetzner Online GmbH,2024-11-20 21:04:11.000 UTC,60.2,24.9,1
Virgin Media Limited,2024-11-20 20:19:11.000 UTC,55.8,-4.2,1
TOTAL PLAY TELECOMUNICACIONES SA DE CV,2024-11-20 20:18:42.000 UTC,19.4,-99.1,1
Hetzner Online GmbH,2024-11-20 20:01:41.000 UTC,60.2,24.9,1
Swisscom (Schweiz) AG,2024-11-20 18:49:41.000 UTC,47.4,8.6,1
Verizon Business,2024-11-20 14:29:42.000 UTC,40.6,-74.5,1
Google LLC,2024-11-20 14:15:41.000 UTC,50.1,8.7,1
Korea Telecom,2024-11-20 13:46:43.000 UTC,37.4,127.1,1
Hetzner Online GmbH,2024-11-20 13:19:41.000 UTC,60.2,24.9,1
TELUS Communications Inc.,2024-11-20 13:13:42.000 UTC,49.2,-123.1,1
Hetzner Online GmbH,2024-11-20 12:53:11.000 UTC,60.2,24.9,1
"Comcast Cable Communications, LLC",2024-11-20 12:05:12.000 UTC,40.6,-105.1,1
Freedom Internet BV,2024-11-20 11:42:11.000 UTC,52.4,4.9,1
Charter Communications Inc,2024-11-20 11:10:13.000 UTC,25.9,-97.5,1
Hetzner Online GmbH,2024-11-20 10:54:11.000 UTC,60.2,24.9,3
Hetzner Online GmbH,2024-11-20 10:14:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-20 10:14:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-20 08:46:11.000 UTC,60.2,24.9,1
Deutsche Telekom AG,2024-11-20 08:37:41.000 UTC,53.8,9.7,1
"Frontier Communications of America, Inc.",2024-11-20 07:51:12.000 UTC,32.9,-96.6,1
Charter Communications,2024-11-20 07:22:42.000 UTC,42.1,-72.0,1
Hetzner Online GmbH,2024-11-20 07:11:41.000 UTC,60.2,24.9,1
"Amazon.com, Inc.",2024-11-20 07:02:36.000 UTC,40.0,-83.2,1
Telecom Italia S.p.A.,2024-11-20 05:20:11.000 UTC,45.6,9.2,1
"Amazon.com, Inc.",2024-11-20 04:17:41.000 UTC,39.0,-77.5,1
Hetzner Online GmbH,2024-11-20 02:08:11.000 UTC,50.5,12.4,31
"Comcast Cable Communications, LLC",2024-11-20 00:51:15.000 UTC,37.0,-122.0,1
Hetzner Online GmbH,2024-11-20 00:16:11.000 UTC,60.2,24.9,1
Google LLC,2024-11-19 23:53:47.000 UTC,32.9,-80.0,61
M247 Europe SRL,2024-11-19 23:35:42.000 UTC,34.0,-118.3,7
Priority Colo Inc,2024-11-19 23:35:41.000 UTC,43.9,-79.1,3
Obehosting AB,2024-11-19 22:27:41.000 UTC,59.6,15.2,9
E-Light-Telecom Ltd.,2024-11-19 19:45:12.000 UTC,53.8,87.1,1
OVH SAS,2024-11-19 17:54:41.000 UTC,39.0,-77.5,2
Contabo GmbH,2024-11-19 17:46:24.000 UTC,51.2,6.8,2
"Amazon.com, Inc.",2024-11-19 17:22:53.000 UTC,40.0,-83.2,61
Hetzner Online GmbH,2024-11-19 16:32:41.000 UTC,60.2,24.9,1
Coolhousing s.r.o.,2024-11-19 15:46:11.000 UTC,50.1,14.4,1
Telstra Limited,2024-11-19 15:16:44.000 UTC,-37.8,145.0,1
Hetzner Online GmbH,2024-11-19 15:05:42.000 UTC,60.4,25.0,61
Hetzner Online GmbH,2024-11-19 14:43:11.000 UTC,60.2,24.9,1
MEVSPACE sp. z o.o.,2024-11-19 13:34:41.000 UTC,52.2,21.0,1
Telenet BV,2024-11-19 13:32:41.000 UTC,51.2,4.5,1
Serbia BroadBand-Srpske Kablovske mreze d.o.o.,2024-11-19 10:48:41.000 UTC,44.8,20.5,1
OVH SAS,2024-11-19 10:39:11.000 UTC,50.6,3.1,1
Hetzner Online GmbH,2024-11-19 10:19:11.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-19 09:55:41.000 UTC,60.2,24.9,1
OVH SAS,2024-11-19 07:52:11.000 UTC,50.6,3.1,1
Hetzner Online GmbH,2024-11-19 07:07:44.000 UTC,60.2,24.9,61
netcup GmbH,2024-11-19 06:34:15.000 UTC,48.2,16.4,8
OVH SAS,2024-11-19 04:24:10.000 UTC,50.6,3.1,1
"DigitalOcean, LLC",2024-11-19 04:18:13.000 UTC,-33.9,151.2,61
Hetzner Online GmbH,2024-11-19 04:02:11.000 UTC,60.2,24.9,1
OVH SAS,2024-11-19 03:20:11.000 UTC,50.6,3.1,2
Hetzner Online GmbH,2024-11-19 02:42:11.000 UTC,60.2,24.9,62
OVH SAS,2024-11-19 02:38:11.000 UTC,50.6,3.1,2
Hetzner Online GmbH,2024-11-19 02:28:30.000 UTC,60.2,24.9,61
OVH SAS,2024-11-19 00:53:11.000 UTC,50.6,3.1,1
PJSC Rostelecom,2024-11-19 00:19:41.000 UTC,55.8,37.6,2
"Amazon.com, Inc.",2024-11-19 00:05:42.000 UTC,40.0,-83.2,61
OVH SAS,2024-11-18 23:47:41.000 UTC,50.6,3.1,1
Microplex PTY LTD,2024-11-18 23:39:48.000 UTC,-34.9,138.6,1
Hetzner Online GmbH,2024-11-18 23:27:31.000 UTC,60.2,24.9,1
,2024-11-18 22:36:53.000 UTC,30.5,-97.7,1
Hetzner Online GmbH,2024-11-18 21:41:11.000 UTC,60.2,24.9,2
OVH SAS,2024-11-18 21:17:41.000 UTC,50.6,3.1,2
OVH SAS,2024-11-18 21:06:41.000 UTC,50.6,3.1,1
"Amazon.com, Inc.",2024-11-18 21:05:42.000 UTC,45.8,-119.7,1
OVH SAS,2024-11-18 20:21:42.000 UTC,45.3,-73.9,61
Hetzner Online GmbH,2024-11-18 20:04:11.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-18 19:37:25.000 UTC,60.4,25.0,61
OVH SAS,2024-11-18 19:13:41.000 UTC,50.6,3.1,1
Hetzner Online GmbH,2024-11-18 19:08:11.000 UTC,60.4,25.0,61
Hetzner Online GmbH,2024-11-18 19:07:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-11-18 17:27:11.000 UTC,60.2,24.9,3
Orange S.A.,2024-11-18 17:05:41.000 UTC,47.8,2.0,17
"The Constant Company, LLC",2024-11-18 16:39:41.000 UTC,52.4,4.7,1
Hetzner Online GmbH,2024-11-18 15:47:20.000 UTC,60.2,24.9,61
HKT Limited,2024-11-18 14:51:13.000 UTC,22.3,114.2,1
Hetzner Online GmbH,2024-11-18 12:48:42.000 UTC,60.4,25.0,61
Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,2024-11-18 08:29:11.000 UTC,48.1,14.9,1
"Comcast Cable Communications, LLC",2024-11-18 07:55:42.000 UTC,39.1,-121.6,2
"Alibaba (US) Technology Co., Ltd.",2024-11-18 06:45:13.000 UTC,35.7,139.7,2
Hetzner Online GmbH,2024-11-18 04:30:23.000 UTC,60.4,25.0,61
OVH SAS,2024-11-18 04:20:12.000 UTC,45.5,-122.7,1
Charter Communications Inc,2024-11-18 04:13:16.000 UTC,25.9,-97.5,1
Hetzner Online GmbH,2024-11-18 01:55:11.000 UTC,60.2,24.9,1
Charter Communications Inc,2024-11-17 22:04:12.000 UTC,26.2,-98.2,1
Sunrise GmbH,2024-11-17 16:58:41.000 UTC,47.4,8.6,2
"The Constant Company, LLC",2024-11-17 16:01:41.000 UTC,50.1,8.7,1
Virgin Media Limited,2024-11-17 14:08:41.000 UTC,52.5,-1.9,1
Init7 (Switzerland) Ltd.,2024-11-17 13:22:11.000 UTC,47.7,8.6,1
Charter Communications,2024-11-17 12:18:12.000 UTC,34.7,-82.3,1
"AT&T Services, Inc.",2024-11-17 09:42:42.000 UTC,37.3,-121.9,1
Hetzner Online GmbH,2024-11-17 04:10:11.000 UTC,60.2,24.9,2
VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,2024-11-17 03:03:42.000 UTC,38.2,21.7,2
OVH SAS,2024-11-17 02:15:11.000 UTC,51.0,1.9,47
Data Communication Business Group,2024-11-17 01:13:42.000 UTC,25.0,121.5,1
Hetzner Online GmbH,2024-11-17 01:05:11.000 UTC,60.2,24.9,1
dataforest GmbH,2024-11-17 00:38:11.000 UTC,50.1,8.7,1
ENTEGA Medianet GmbH,2024-11-16 23:31:11.000 UTC,49.9,8.7,1
Verizon Business,2024-11-16 21:59:12.000 UTC,40.7,-74.0,1
Telecom Italia S.p.A.,2024-11-16 19:54:41.000 UTC,43.1,12.4,1
Hetzner Online GmbH,2024-11-16 19:24:11.000 UTC,60.2,24.9,1
"AT&T Services, Inc.",2024-11-16 17:04:42.000 UTC,32.7,-117.1,2
"AT&T Services, Inc.",2024-11-16 14:41:16.000 UTC,37.3,-121.9,1
OVH SAS,2024-11-16 14:23:12.000 UTC,51.5,-0.1,61
Serbia BroadBand-Srpske Kablovske mreze d.o.o.,2024-11-16 11:57:11.000 UTC,44.8,20.5,2
"Amazon.com, Inc.",2024-11-16 11:25:11.000 UTC,59.3,18.1,26
"Comcast Cable Communications, LLC",2024-11-16 11:05:42.000 UTC,32.3,-111.0,1
Hetzner Online GmbH,2024-11-16 06:26:41.000 UTC,60.2,24.9,1
TELUS Communications Inc.,2024-11-16 02:57:42.000 UTC,49.2,-123.1,1
M247 Europe SRL,2024-11-16 01:19:43.000 UTC,34.0,-118.3,7
Google LLC,2024-11-15 23:37:11.000 UTC,38.9,-77.0,61
Cox Communications Inc.,2024-11-15 21:16:12.000 UTC,41.3,-95.9,1
Google LLC,2024-11-15 20:23:42.000 UTC,45.6,-121.2,1
Hetzner Online GmbH,2024-11-15 20:02:41.000 UTC,60.2,24.9,1
Google LLC,2024-11-15 19:08:11.000 UTC,38.9,-77.0,61
Hetzner Online GmbH,2024-11-15 19:07:11.000 UTC,60.2,24.9,61
Google LLC,2024-11-15 19:04:01.000 UTC,38.9,-77.0,61
Google LLC,2024-11-15 18:37:41.000 UTC,38.9,-77.0,61
Cox Communications Inc.,2024-11-15 18:17:42.000 UTC,32.7,-117.2,1
"Amazon.com, Inc.",2024-11-15 18:01:11.000 UTC,40.0,-83.0,61
Google LLC,2024-11-15 17:58:11.000 UTC,38.9,-77.0,61
Google LLC,2024-11-15 17:45:11.000 UTC,38.9,-77.0,61
Google LLC,2024-11-15 17:41:00.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2024-11-15 17:18:41.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-15 17:10:12.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-15 16:59:12.000 UTC,40.0,-83.0,61
WIND TRE S.P.A.,2024-11-15 16:05:11.000 UTC,41.9,12.5,1
"Amazon.com, Inc.",2024-11-15 15:27:11.000 UTC,40.0,-83.0,61
Cogeco Connexion Inc.,2024-11-15 15:26:42.000 UTC,44.2,-76.5,1
Charter Communications,2024-11-15 13:10:12.000 UTC,34.1,-118.1,1
"Amazon.com, Inc.",2024-11-15 12:45:11.000 UTC,40.0,-83.0,5
"Comcast Cable Communications, LLC",2024-11-15 12:30:35.000 UTC,40.6,-105.1,1
Korea Telecom,2024-11-15 12:28:13.000 UTC,35.2,128.9,3
OVH SAS,2024-11-15 11:52:11.000 UTC,50.6,3.1,16
OVH SAS,2024-11-15 10:21:11.000 UTC,50.6,3.1,1
"Amazon.com, Inc.",2024-11-15 08:09:11.000 UTC,40.0,-83.0,1
"Amazon.com, Inc.",2024-11-15 07:55:41.000 UTC,40.0,-83.0,2
Charter Communications Inc,2024-11-15 07:47:15.000 UTC,25.9,-97.5,1
"Amazon.com, Inc.",2024-11-15 06:48:52.000 UTC,40.0,-83.0,4
"Amazon.com, Inc.",2024-11-15 06:39:25.000 UTC,40.0,-83.0,1
"Amazon.com, Inc.",2024-11-15 06:05:11.000 UTC,53.3,-6.2,61
TPG Telecom Limited,2024-11-15 06:04:14.000 UTC,-33.9,151.2,1
Deutsche Telekom AG,2024-11-15 05:09:11.000 UTC,49.4,11.2,1
"Amazon.com, Inc.",2024-11-15 04:50:47.000 UTC,40.0,-83.0,61
GiGstreem,2024-11-15 03:30:13.000 UTC,33.8,-117.9,1
TDS TELECOM,2024-11-15 03:20:12.000 UTC,43.1,-89.4,1
"Amazon.com, Inc.",2024-11-15 02:37:14.000 UTC,59.3,18.1,25
"Amazon.com, Inc.",2024-11-15 00:25:47.000 UTC,40.0,-83.0,2
Google LLC,2024-11-14 21:47:11.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2024-11-14 21:41:11.000 UTC,40.0,-83.0,61
Microplex PTY LTD,2024-11-14 21:30:56.000 UTC,-33.9,151.2,1
Google LLC,2024-11-14 21:01:51.000 UTC,22.3,114.2,61
"Amazon.com, Inc.",2024-11-14 20:41:41.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-14 20:01:11.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-14 18:12:11.000 UTC,39.0,-77.5,1
Republican Unitary Telecommunication Enterprise Beltelecom,2024-11-14 16:43:41.000 UTC,53.9,27.6,3
"Comcast Cable Communications, LLC",2024-11-14 16:07:20.000 UTC,37.4,-122.1,1
"AT&T Services, Inc.",2024-11-14 15:09:42.000 UTC,39.8,-86.2,1
OVH SAS,2024-11-14 13:17:12.000 UTC,1.3,103.9,61
"Amazon.com, Inc.",2024-11-14 11:21:04.000 UTC,40.0,-83.0,61
Google LLC,2024-11-14 10:49:11.000 UTC,38.9,-77.0,61
Charter Communications Inc,2024-11-14 09:36:43.000 UTC,25.9,-97.5,1
"Frontier Communications of America, Inc.",2024-11-14 07:40:42.000 UTC,27.3,-82.4,1
Verizon Business,2024-11-14 06:42:12.000 UTC,38.9,-77.2,1
Planetary Networks GmbH,2024-11-14 05:29:41.000 UTC,52.5,13.4,1
Akamai Connected Cloud,2024-11-14 05:11:42.000 UTC,37.5,-122.0,13
"Amazon.com, Inc.",2024-11-14 03:17:11.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-14 02:42:41.000 UTC,40.0,-83.0,61
Charter Communications Inc,2024-11-14 00:38:43.000 UTC,25.9,-97.5,1
"Amazon.com, Inc.",2024-11-14 00:34:41.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-11-14 00:09:11.000 UTC,40.0,-83.0,61
Google LLC,2024-11-14 00:08:25.000 UTC,38.9,-77.0,61
netcup GmbH,2024-11-13 23:55:11.000 UTC,49.4,10.8,1
"Amazon.com, Inc.",2024-11-13 23:06:06.000 UTC,40.0,-83.0,61
Google LLC,2024-11-13 22:53:27.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2024-11-13 22:19:11.000 UTC,40.0,-83.0,61
Google LLC,2024-11-13 22:10:36.000 UTC,38.9,-77.0,61
Google LLC,2024-11-13 21:21:18.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2024-11-13 21:02:41.000 UTC,39.0,-77.5,1
Google LLC,2024-11-13 20:27:41.000 UTC,38.9,-77.0,62
"Amazon.com, Inc.",2024-11-13 20:21:11.000 UTC,40.0,-83.0,61
Google LLC,2024-11-13 20:09:41.000 UTC,32.9,-80.0,61
Altibox AS,2024-11-13 19:26:11.000 UTC,59.7,10.3,1
CHINANET-BACKBONE,2024-11-13 19:23:42.000 UTC,31.2,121.5,1
